Entity,Code,Year,Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Geo Biomass Other - TWh (zero filled)
Czechia,CZE,2016,0,5.359023611,1.249851944,5.030843333,60.61707111,81.59975,191.2072017,98.4725425,4.76655
Czechia,CZE,2017,0,5.48342,1.477595,4.67375,70.849,83.74775,181.3307733,115.2959733,4.964567
Czechia,CZE,2018,0,5.814986667,1.514416667,4.0447075,74.36580417,79.82825,180.1986625,116.1138497,4.826179
Czechia,CZE,2019,0,5.660383333,1.733351667,4.972242778,74.89613917,83.2495,167.2359458,117.6035253,5.0306
Czechia,CZE,2020,0,5.509326111,1.724763611,5.285311667,74.12043167,84.62375,135.8547475,103.1002239,5.0917
Denmark,DNK,1965,0,0,0,0.069444444,0,0,43.00890306,123.1254458,0
Denmark,DNK,1966,0,0,0,0.072222222,0,0,48.74481889,140.237705,0
Denmark,DNK,1967,0,0,0,0.069444444,0,0,41.73309194,148.3164617,0
Denmark,DNK,1968,0,0,0,0.058333333,0,0,37.39277611,161.211985,0
Denmark,DNK,1969,0,0,0,0.061111111,0,0,34.15498389,193.8265586,0
Denmark,DNK,1970,0,0,0,0.066666667,0,0,27.31887,215.5995858,0
Denmark,DNK,1971,0,0,0,0.066666667,0,0,16.718125,212.8460622,0
Denmark,DNK,1972,0,0,0,0.066666667,0,0,17.07981806,225.1914886,0
Denmark,DNK,1973,0,0,0,0.066666667,0,0,26.17796694,208.2206278,0
Denmark,DNK,1974,0,0,0,0.066666667,0,0,24.72886889,188.5140667,0
Denmark,DNK,1975,0,0,0,0.058333333,0,0,23.85778194,186.3195978,0
Denmark,DNK,1976,0,0,0,0.052777778,0,0,33.14666306,198.2403314,0
Denmark,DNK,1977,0,0,0,0.072222222,0,0,38.13011806,197.9822678,0
Denmark,DNK,1978,0,0,0.008333333,0.075,0,0,42.00872306,197.5211544,0
Denmark,DNK,1979,0,0,0.016666667,0.080555556,0,0,50.09738806,188.9377456,0
Denmark,DNK,1980,0,0,0.029166667,0.094722222,0,0,71.49775111,161.3312694,0
Denmark,DNK,1981,0,0,0.029166667,0.098611111,0,0,57.144005,151.967345,0
Denmark,DNK,1982,0,0,0.051388889,0.084166667,0,0,68.93217306,130.9179003,0
Denmark,DNK,1983,0,0,0.075277778,0.093055556,0,0.14595,65.83045194,123.8526553,0.033
Denmark,DNK,1984,0,0,0.092222222,0.083888889,0,1.178025,69.38574306,122.4361078,0.033
Denmark,DNK,1985,0,0,0.142777778,0.0825,0,6.7137,84.56987111,126.1774133,0.036
Denmark,DNK,1986,0,0,0.348888889,0.079444444,0,11.9679,85.54562806,124.5112011,0.051
Denmark,DNK,1987,0,0,0.482777778,0.081666667,0,15.189225,83.97092611,114.6849931,0.061
Denmark,DNK,1988,0,0,0.810277778,0.091111111,0,18.525225,78.56762806,113.9984697,0.08
Denmark,DNK,1989,0,0,1.19,0.063611111,0,19.74495,64.56976,109.7631133,0.126
Denmark,DNK,1990,0,0,1.695277778,0.077777778,0,21.048075,70.83367806,107.5214444,0.21
Denmark,DNK,1991,0,0,2.055833333,0.070555556,0,24.29581444,96.07426694,109.0868247,0.355
Denmark,DNK,1992,0,0,2.542777778,0.076944444,0,25.54621111,80.02486694,108.1138419,0.521
Denmark,DNK,1993,0,0,2.872777778,0.076388889,0,28.70731917,83.94417694,113.1888814,0.728
Denmark,DNK,1994,0,0,3.158333333,0.090555556,0,32.07804361,90.27089694,120.4180867,0.573399709
Denmark,DNK,1995,0,0,3.270277778,0.084166667,0,37.14420417,75.46009194,125.3796667,0.646840455
Denmark,DNK,1996,0,0.000447222,3.408055556,0.053611111,0,43.75494417,103.7233181,136.0686678,0.83218319
Denmark,DNK,1997,0,0.000886111,5.372777778,0.053333333,0,45.71891056,77.10806306,131.2793358,0.975667404
Denmark,DNK,1998,0,0.001111111,7.833055556,0.075833333,0,49.29798222,65.53156111,126.9997622,1.078156976
Denmark,DNK,1999,0,0.002447222,8.413888889,0.084722222,0,51.69367611,55.05293111,126.04254,1.318908975
Denmark,DNK,2000,0,0.003333333,11.78111111,0.083888889,0,51.01935083,46.18273,122.5346803,1.29960556
Denmark,DNK,2001,0,0.003305556,11.88349528,0.076168889,0,53.31487,48.81576194,117.5258778,1.511559209
Denmark,DNK,2002,0,0.0035,13.37225167,0.087193611,0,53.81795528,48.87391194,113.7335069,1.879121531
Denmark,DNK,2003,0,0.004138889,15.14957,0.057756389,0,54.40917639,66.68293111,109.9883136,2.493351539
Denmark,DNK,2004,0,0.004972222,17.82052361,0.071735556,0,54.15029306,51.11385,108.0439881,2.910754742
Denmark,DNK,2005,0,0.005805556,17.79082278,0.060522222,0,52.00558222,43.126415,109.0709514,3.174249465
Denmark,DNK,2006,0,0.005916667,16.32630361,0.062547222,0,52.9829075,65.44173611,111.1134578,3.069949343
Denmark,DNK,2007,0,0.006638889,19.0485,0.074906389,0,47.48961306,54.10831111,111.7787225,3.105063804
Denmark,DNK,2008,0,0.006916667,18.28767083,0.068105556,0,47.71609944,47.65503444,109.5857506,3.140571269
Denmark,DNK,2009,0,0.009833333,17.63094139,0.049583333,0,45.82792278,46.88334611,98.55898278,3.320257592
Denmark,DNK,2010,0,0.016055556,20.36199056,0.053820278,0,51.83978528,44.57366583,99.51671889,4.593930556
Denmark,DNK,2011,0,0.039210278,25.32943861,0.043716667,0,43.47364556,37.66049861,96.32279194,4.375025
Denmark,DNK,2012,0,0.267521111,26.45287278,0.045011389,0,40.60289222,28.76318389,89.37507083,4.446005556
Denmark,DNK,2013,0,1.325031389,28.47826444,0.034356944,0,38.297825,37.63481139,89.02521361,4.313502778
Denmark,DNK,2014,0,1.515536389,33.28361472,0.038435278,0,32.89438222,30.54402889,89.44343639,4.301852778
Denmark,DNK,2015,0,1.528636667,35.75335694,0.045613056,0,33.09252611,20.10075722,90.43543889,4.200627778
Denmark,DNK,2016,0,1.870454167,32.14340528,0.048465556,0,33.65253278,24.35453083,88.84345944,4.913772222
Denmark,DNK,2017,0,1.878715278,36.95,0.044680556,0,32.16213333,18.21966722,88.06553889,6.354777778
Denmark,DNK,2018,0,2.368500278,34.55164389,0.036935556,0,31.20985833,18.55591111,89.36031417,6.040580556
Denmark,DNK,2019,0,2.385263611,39.99048361,0.042632222,0,28.97777833,10.57676861,88.02722694,6.163630556
Denmark,DNK,2020,0,2.914443333,40.34567889,0.040858611,0,23.2396225,9.086309444,72.84504111,5.277787419
Eastern Africa,,1965,0,0,0,16.79871,0,0,21.08089333,64.7527975,0
Eastern Africa,,1966,0,0,0,19.90993667,0,0.00925,24.5304,68.19404694,0
Eastern Africa,,1967,0,0,0,19.47407472,0,0.00925,24.7700775,71.71243611,0
Eastern Africa,,1968,0,0,0,19.99384111,0,0.00925,26.10583694,74.66365194,0
Eastern Africa,,1969,0,0,0,21.97750444,0,0.00925,25.32352139,79.07232083,0
Eastern Africa,,1970,0,0,0,31.49998889,0,0.00925,28.67285139,82.66517694,0
Eastern Africa,,1971,0,0,0,24.73074806,0,0.00925,29.23245833,98.85052806,0.126
Eastern Africa,,1972,0,0,0,30.25356722,0,0.00925,27.27322028,102.7318625,0.127
Eastern Africa,,1973,0,0,0,31.24808389,0,0.00925,29.95436694,107.8408761,0.132
Eastern Africa,,1974,0,0,0,39.63202167,0,0.00925,27.57993667,108.0449592,0.136
Eastern Africa,,1975,0,0,0,42.19050444,0,0.00925,25.06385639,103.699795,0.133
Eastern Africa,,1976,0,0,0,46.51030861,0,0.00925,33.09129722,103.7054358,0.146
Eastern Africa,,1977,0,0,0,53.03551333,0,0.00925,26.95910028,105.8866583,0.149
Eastern Africa,,1978,0,0,0,50.66338417,0,0.00925,26.37052167,104.0236153,0.155
Eastern Africa,,1979,0,0,0,54.93055556,0,0.01,25.88784111,105.9631781,0.161
Eastern Africa,,1980,0,0,0,50.21820889,0,0.0105,26.92005583,109.8987331,0.167
Eastern Africa,,1981,0,0,0,52.4407575,0,0.01,25.28045083,106.8080719,0.177
Eastern Africa,,1982,0,0,0,54.3738375,0,0.0105,24.40991806,103.1273281,0.195
Eastern Africa,,1983,0,0,0,53.83242417,0,0.0105,27.03195222,102.2477808,0.189
Eastern Africa,,1984,0,0,0,52.46416861,0,0.004,25.46595667,104.1243033,0.192
Eastern Africa,,1985,0,0,0,54.69912528,0,0.00375,27.17569194,106.6607411,0.227
Eastern Africa,,1986,0,0,0,52.34825917,0,0.0025,31.51643361,113.4848461,0.617
Eastern Africa,,1987,0,0,0,45.63044528,0,0.001,37.38234917,115.117015,0.615
Eastern Africa,,1988,0,0,0,51.71793444,0,0.00175,37.63519361,125.2850683,0.583
Eastern Africa,,1989,0,0,0,50.07281889,0,0.00125,37.01012083,130.4777711,0.574
Eastern Africa,,1990,0,0,0,59.293245,0,0.0015,52.36459333,133.1663683,0.713
Eastern Africa,,1991,0,0,0,60.39599194,0,0.00125,43.00038472,129.6662561,0.716
Eastern Africa,,1992,0,0,0,54.53608222,0,0.003,43.9729475,130.3066722,0.709
Eastern Africa,,1993,0,0,0,57.0348125,0,0.00325,52.99696944,133.8973614,0.698
Eastern Africa,,1994,0,0,0,57.423115,0,0.00325,47.42919,140.9441128,0.586
Eastern Africa,,1995,0,0,0,57.94971639,0,0.005,46.15381917,145.8665089,0.73
Eastern Africa,,1996,0,0,0,57.59910222,0,0.005,42.75964583,150.5751714,0.894093088
Eastern Africa,,1997,0,0,0,60.59171528,0,0.00575,47.47858556,152.8200978,0.912093088
Eastern Africa,,1998,0,0,0,77.402905,0,0.013583333,44.96961222,155.0306647,1.146501965
Eastern Africa,,1999,0,0,0,81.57187333,0,0.019444444,38.26788972,163.5482511,1.132186176
Eastern Africa,,2000,0,0,0.000277778,85.70596861,0,0.023138889,35.44997917,164.7340294,1.499763158
Eastern Africa,,2001,0,0.000480556,0,96.47619417,0,0.021305556,37.52689917,173.6204239,1.595652632
Eastern Africa,,2002,0,0.000952778,0.000822222,104.1891972,0,0.02625,35.58066194,175.8123858,1.4887
Eastern Africa,,2003,0,0.000944444,0.001088889,104.5578617,0,0.029565278,29.20641528,176.7567769,1.8968
Eastern Africa,,2004,0,0.001411111,0.002436111,105.4426928,0,1.256740278,35.75290944,192.767105,2.1822
Eastern Africa,,2005,0,0.003222222,0.0035,108.3040439,0,4.197484167,32.93696778,201.3392225,2.1533
Eastern Africa,,2006,0,0.012805556,0.012833333,113.7598975,0,5.193444167,26.82607444,213.0166317,2.29319
Eastern Africa,,2007,0,0.025,0.029218889,123.2145258,0,5.789238889,27.77558361,220.9290264,2.20555
Eastern Africa,,2008,0,0.046858611,0.042420833,120.8681031,0,6.154859167,20.59841833,226.7520089,2.321822
Eastern Africa,,2009,0,0.082845833,0.070046389,125.9790325,0,7.269698056,23.60401972,237.2459878,2.67872219
Eastern Africa,,2010,0,0.247088889,0.099627222,140.7251783,0,8.438041944,31.15397306,246.1946975,2.936542064
Eastern Africa,,2011,0,0.452414444,0.088446667,144.1202672,0,9.550317222,34.90366333,259.3547686,2.938756611
Eastern Africa,,2012,0,0.629926944,0.396610556,149.5513297,0,10.99139194,28.72209333,262.8084694,3.089649862
Eastern Africa,,2013,0,0.775223889,0.805736389,158.1148433,0,11.42406278,43.40089056,281.471695,3.371167925
Eastern Africa,,2014,0,0.968090556,1.123077778,167.9347844,0,12.55106917,66.82422667,290.4422139,4.542418028
Eastern Africa,,2015,0,1.102735556,1.967450833,165.1541347,0,16.07924889,56.23839583,320.2456769,6.206952605
Eastern Africa,,2016,0,1.255200556,2.237915833,155.4401033,0,20.34894556,45.84910528,323.8631881,6.281396518
Eastern Africa,,2017,0,1.431044722,1.9802375,160.9855383,0,19.96286194,55.797045,341.8537561,6.528527892
Eastern Africa,,2018,0,1.692095556,2.147735,171.539665,0,20.81083417,64.12727056,354.1571011,7.14585031
Eastern Africa,,2019,0,1.911190278,5.509373611,170.0669658,0,23.74510722,54.36232639,369.5240025,7.27606144
Eastern Africa,,2020,0,2.0252,4.855962222,179.3052183,0,23.21566917,56.51086056,305.1062439,7.117352559
Ecuador,ECU,1965,0,0,0,0.691666667,0,0,0,7.9206375,0
Ecuador,ECU,1966,0,0,0,0.791666667,0,0,0,8.269749444,0
Ecuador,ECU,1967,0,0,0,0.872222222,0,0,0,8.931145278,0
Ecuador,ECU,1968,0,0,0,0.911111111,0,0,0,10.67214222,0
Ecuador,ECU,1969,0,0,0,1.011111111,0,0,0,11.29305083,0
Ecuador,ECU,1970,0,0,0,1.125,0,0.6978,0,12.87764472,0
Ecuador,ECU,1971,0,0,0,1.222222222,0,0.6978,0,14.23248028,0
Ecuador,ECU,1972,0,0,0,1.236111111,0,1.01181,0,14.63155139,0
Ecuador,ECU,1973,0,0,0,1.208333333,0,0.5815,0,16.28416861,0
Ecuador,ECU,1974,0,0,0,1.388888889,0,1.163,0,18.54628556,0
Ecuador,ECU,1975,0,0,0,1.744444444,0,1.45375,0,18.14756278,0
Ecuador,ECU,1976,0,0,0,1.680555556,0,1.32582,0,20.50993917,0
Ecuador,ECU,1977,0,0,0,1.55,0,0.84899,0,25.59443556,0
Ecuador,ECU,1978,0,0,0,2.197222222,0,0.87225,0,26.17273222,0
Ecuador,ECU,1979,0,0,0,1.969444444,0,0.62802,0,27.87351361,0
Ecuador,ECU,1980,0,0,0,2.422222222,0,0.48846,0,35.75117333,0
Ecuador,ECU,1981,0,0,0,2.163888889,0,0.79084,0,39.96072167,0
Ecuador,ECU,1982,0,0,0,2.486111111,0,1.02344,0,43.64244222,0
Ecuador,ECU,1983,0,0,0,4.780555556,0,1.26767,0,39.98213861,0
Ecuador,ECU,1984,0,0,0,8.980555556,0,1.82591,0,40.18488556,0
Ecuador,ECU,1985,0,0,0,9.108333333,0,1.8608,0,49.41151556,0
Ecuador,ECU,1986,0,0,0,11.14444444,0,1.84917,0,50.19322528,0
Ecuador,ECU,1987,0,0,0,12.69444444,0,1.72124,0,50.63072556,0
Ecuador,ECU,1988,0,0,0,13.40555556,0,2.01199,0,59.78882806,0
Ecuador,ECU,1989,0,0,0,13.76111111,0,1.59331,0,62.20530222,0
Ecuador,ECU,1990,0,0,0,13.85191028,0,2.61675,0,63.61657083,0
Ecuador,ECU,1991,0,0,0,14.09978056,0,3.20988,0,71.21293167,0
Ecuador,ECU,1992,0,0,0,13.8155025,0,3.22151,0,71.046415,0
Ecuador,ECU,1993,0,0,0,16.13926972,0,3.70997,0,71.34012722,0
Ecuador,ECU,1994,0,0,0,18.23688194,0,3.34944,0,77.55587333,0
Ecuador,ECU,1995,0,0,0,14.33486472,0,3.23314,0,76.32140944,0
Ecuador,ECU,1996,0,0,0,17.6205975,0,3.43085,0,85.72029306,0
Ecuador,ECU,1997,0,0,0,18.15049194,0,3.12847,0,97.76500111,0
Ecuador,ECU,1998,0,0,0,18.07248722,0,3.18662,0,98.40975167,0
Ecuador,ECU,1999,0,0,0,19.93534972,0,3.00054,0,85.99663361,0
Ecuador,ECU,2000,0,0,0,21.14230944,0,3.26803,0,78.33834917,0
Ecuador,ECU,2001,0,0,0,19.51316472,0,3.32618,0,81.36386667,0
Ecuador,ECU,2002,0,0,0,20.63102472,0,1.324207222,0,80.80060833,0
Ecuador,ECU,2003,0,0,0,19.56203333,0,2.310855556,0,82.59096556,0
Ecuador,ECU,2004,0,0,0,20.06351667,0,5.378898889,0,87.28776972,0.00324057
Ecuador,ECU,2005,0,3.33E-05,0,18.51342861,0,5.522698889,0,95.14136861,0.102856283
Ecuador,ECU,2006,0,3.97E-05,0,19.05682139,0,6.034419722,0,100.8373011,0.145555729
Ecuador,ECU,2007,0,4.83E-05,0.002555556,24.00627194,0,5.468308611,0,102.5029669,0.218752751
Ecuador,ECU,2008,0,7.06E-05,0.007083333,29.81159333,0,4.987915,0,105.6000881,0.208324462
Ecuador,ECU,2009,0,2.07E-05,0.008416667,24.20245722,0,5.878689167,0,107.3931628,0.216519797
Ecuador,ECU,2010,0,0,0.008944444,22.51822333,0,6.1890225,0,124.1267283,0.235561875
Ecuador,ECU,2011,0,0.000150556,0.008666667,28.85099083,0,5.607563611,0,127.2954986,0.27820037
Ecuador,ECU,2012,0,0.000838889,0.006166667,31.52140889,0,7.489686111,0,131.7736147,0.296353242
Ecuador,ECU,2013,0,0.009388889,0.145173333,28.26205083,0,8.5118175,0,139.6258458,0.29578793
Ecuador,ECU,2014,0,0.041946944,0.2029375,29.15931528,0,8.725520556,0,147.0683606,0.399471183
Ecuador,ECU,2015,0,0.091218056,0.249956389,33.130445,0,8.210332222,0,142.6600811,0.407751048
Ecuador,ECU,2016,0,0.097460278,0.211138889,39.81883333,0,8.863090833,0,134.0409706,0.489796491
Ecuador,ECU,2017,0,0.0937,0.1835,50.221525,0,8.232370278,0,130.8736289,0.43085
Ecuador,ECU,2018,0,0.094641667,0.199471111,51.39269472,0,7.072338889,0,141.7003211,0.427967651
Ecuador,ECU,2019,0,0.412171944,0.211783333,61.07405611,0,6.320509167,0,137.3503275,0.454723448
Ecuador,ECU,2020,0,0.410642778,0.211005278,61.10562028,0,5.458160556,0,110.4609003,0.484793657
Egypt,EGY,1965,0,0,0,4.812235556,0,0.471625,4.68689,81.39379222,0
Egypt,EGY,1966,0,0,0,5.070033889,0,0.539,3.18662,87.33999389,0
Egypt,EGY,1967,0,0,0,5.462869444,0,0.539,4.90786,71.32263611,0
Egypt,EGY,1968,0,0,0,8.335479444,0,0.539,5.10557,74.59975833,0
Egypt,EGY,1969,0,0,0,11.08532833,0,0.683375,5.51262,55.37866389,0
Egypt,EGY,1970,0,0,0,13.02495389,0,0.818125,5.08231,71.66592111,0
Egypt,EGY,1971,0,0,0,14.01931889,0,0.818125,4.170669167,74.07779833,0
Egypt,EGY,1972,0,0,0,14.33849778,0,0.683375,3.6906875,84.65238667,0
Egypt,EGY,1973,0,0,0,14.31394556,0,0.548625,3.214671667,79.57201639,0
Egypt,EGY,1974,0,0,0,16.99013778,0,0.5775,5.613138056,87.7604025,0
Egypt,EGY,1975,0,0,0,18.86838278,0,0.48125,6.708463056,97.0128125,0
Egypt,EGY,1976,0,0,0,22.23203722,0,3.6575,6.561646111,114.7385319,0
Egypt,EGY,1977,0,0,0,25.10464722,0,4.4275,7.483579444,122.6360572,0
Egypt,EGY,1978,0,0,0,27.58442167,0,7.1225,7.169197222,126.6980497,0
Egypt,EGY,1979,0,0,0,26.68826556,0,10.78,7.952140556,138.9394756,0
Egypt,EGY,1980,0,0,0,27.22841444,0,20.9825,6.4020825,155.292555,0
Egypt,EGY,1981,0,0,0,28.37009278,0,23.485,8.251322222,179.1585919,0
Egypt,EGY,1982,0,0,0,29.14348778,0,25.69875,8.526778611,203.7493742,0
Egypt,EGY,1983,0,0,0,27.26524278,0,30.12625,8.087850833,223.5740558,0
Egypt,EGY,1984,0,0,0,26.74964611,0,38.6925,8.201476111,241.7429408,0
Egypt,EGY,1985,0,0,0,25.41111111,0,47.45125,8.659639722,245.6880161,0
Egypt,EGY,1986,0,0,0,24.92222222,0,54.67,8.706915833,246.4095272,0
Egypt,EGY,1987,0,0,0,24.91527778,0,60.445,9.210785556,260.4517056,0
Egypt,EGY,1988,0,0,0,24.525,0,66.605,10.06868417,259.0958719,0
Egypt,EGY,1989,0,0,0,26.35277778,0,74.4975,10.30473833,268.6125442,0
Egypt,EGY,1990,0,0,0,27.64722222,0,77.67375,8.828414444,275.3903908,0
Egypt,EGY,1991,0,0,0,27.54444444,0,87.395,9.086646944,270.6295194,0
Egypt,EGY,1992,0,0,0,27.22222222,0,94.5175,9.308140278,259.8219156,0
Egypt,EGY,1993,0,0,0,28.03472222,0,108.66625,11.21232028,243.1908458,0
Egypt,EGY,1994,0,0,0,29.8,0,115.5,12.06716,253.9377681,0
Egypt,EGY,1995,0,0,0,31.08888889,0,121.275,8.074232222,275.3767572,0
Egypt,EGY,1996,0,0,0,31.9,0,125.125,11.09734611,291.0963931,0
Egypt,EGY,1997,0,0,0,32.69722222,0,128.975,9.392376389,307.3262853,0
Egypt,EGY,1998,0,0,0,33.62361111,0,131.8625,9.240116389,323.4117828,0
Egypt,EGY,1999,0,0,0.033333333,37.33472222,0,157.85,8.3992675,330.8606128,0
Egypt,EGY,2000,0,0.000555556,0.223611111,39.38333333,0,192.5,10.11123833,323.7593786,0
Egypt,EGY,2001,0,0.002483333,0.493993611,39.77751611,0,235.8125,8.894670556,305.7343544,0
Egypt,EGY,2002,0,0.002741667,0.582661389,38.37201611,0,255.0625,9.542124167,302.1696372,0
Egypt,EGY,2003,0,0.002725,0.779166667,35.25048083,0,285.8625,9.894048056,312.5241414,0
Egypt,EGY,2004,0,0.002708333,1.364468056,34.73495222,0,305.1125,10.1125175,300.6576492,0
Egypt,EGY,2005,0,0.002688889,1.372134444,34.01075944,0,304.15,9.894048056,349.3106053,0
Egypt,EGY,2006,0,0.002672222,1.617300278,34.17240556,0,351.3125,9.899572222,332.4939136,0
Egypt,EGY,2007,0,0.0031875,1.759596667,37.76523444,0,369.215,8.999108056,356.3052553,0
Egypt,EGY,2008,0,0.003972222,2.454475556,39.84968944,0,393.085,8.098236389,373.4494275,0
Egypt,EGY,2009,0,0.005777778,2.721033611,36.13155861,0,409.4475,7.197783611,401.7607356,0
Egypt,EGY,2010,0,0.065705556,3.674146944,33.77707056,0,434.18375,5.396436389,423.4950769,0
Egypt,EGY,2011,0,0.633791667,3.873784167,33.66310972,0,477.5925,5.126364444,396.6033536,0
Egypt,EGY,2012,0,1.298699444,3.441735,33.55568194,0,506.37125,4.5418175,414.6580467,0
Egypt,EGY,2013,0,0.065124722,4.036432778,33.88862944,0,495.01375,4.487144722,420.3524833,0
Egypt,EGY,2014,0,0.355139722,2.616492778,34.57769472,0,462.187495,4.52407,451.8379328,0
Egypt,EGY,2015,0,0.10625,4.792748889,34.61599694,0,460.1877089,9.319224722,468.0128769,0
Egypt,EGY,2016,0,0.587480833,6.027186667,33.18897917,0,493.541125,14.16993917,478.7755275,0
Egypt,EGY,2017,0,1.5063625,5.273940556,31.97,0,559.3414144,13.95177611,443.1278394,0
Egypt,EGY,2018,0,1.3744475,7.424802222,31.84404694,0,595.9460925,24.967525,408.8843033,0
Egypt,EGY,2019,0,4.746467778,11.27140139,32.72000444,0,589.4538556,22.94076083,411.6638686,0
Egypt,EGY,2020,0,7.175626944,16.71805806,32.41561806,0,578.0411008,8.724693611,369.9782081,0
Estonia,EST,1965,0,0,0,0,0,0,0,0,0
Estonia,EST,1966,0,0,0,0,0,0,0,0,0
Estonia,EST,1967,0,0,0,0,0,0,0,0,0
Estonia,EST,1968,0,0,0,0,0,0,0,0,0
Estonia,EST,1969,0,0,0,0,0,0,0,0,0
Estonia,EST,1970,0,0,0,0,0,0,0,0,0
Estonia,EST,1971,0,0,0,0,0,0,0,0,0
Estonia,EST,1972,0,0,0,0,0,0,0,0,0
Estonia,EST,1973,0,0,0,0,0,0,0,0,0
Estonia,EST,1974,0,0,0,0,0,0,0,0,0
Estonia,EST,1975,0,0,0,0,0,0,0,0,0
Estonia,EST,1976,0,0,0,0,0,0,0,0,0
Estonia,EST,1977,0,0,0,0,0,0,0,0,0
Estonia,EST,1978,0,0,0,0,0,0,0,0,0
Estonia,EST,1979,0,0,0,0,0,0,0,0,0
Estonia,EST,1980,0,0,0,0,0,0,0,0,0
Estonia,EST,1981,0,0,0,0,0,0,0,0,0
Estonia,EST,1982,0,0,0,0,0,0,0,0,0
Estonia,EST,1983,0,0,0,0,0,0,0,0,0
Estonia,EST,1984,0,0,0,0,0,0,0,0,0
Estonia,EST,1985,0,0,0,0,0,10.48623389,67.52030278,40.44607528,0
Estonia,EST,1986,0,0,0,0,0,9.530358889,68.34151611,40.01097778,0
Estonia,EST,1987,0,0,0,0,0,10.32534417,68.93121083,40.409795,0
Estonia,EST,1988,0,0,0,0,0,11.12032944,65.7542325,40.75830306,0
Estonia,EST,1989,0,0,0,0,0,11.12032944,68.07053861,42.03418917,0
Estonia,EST,1990,0,0,0,0,0,14.21525,64.79840583,41.34321222,0
Estonia,EST,1991,0,0,0,0,0,14.27375,57.96853722,36.42071,0
Estonia,EST,1992,0,0,0,0,0,8.34525,50.65590722,19.57404222,0
Estonia,EST,1993,0,0,0,0,0,4.1365,37.21687222,20.74842861,0
Estonia,EST,1994,0,0,0,0,0,5.94075,37.60291833,18.91495889,0
Estonia,EST,1995,0,0,0,0,0,6.7745,36.64365278,14.86413806,0.006
Estonia,EST,1996,0,0,0,0,0,7.471,38.09568167,16.08731806,0.005
Estonia,EST,1997,0,0,0,0,0,7.2595,37.73448861,15.79654139,0.008
Estonia,EST,1998,0,0,0,0,0,6.89,34.21202917,15.8604975,0.012
Estonia,EST,1999,0,0,0,0.011111111,0,6.6975,31.14073222,14.81479639,0.012
Estonia,EST,2000,0,0,0,0.013888889,0,7.69925,32.89802528,13.32905917,0.013
Estonia,EST,2001,0,0,0,0.019305556,0,8.2625,32.44533917,15.41694111,0.011
Estonia,EST,2002,0,0,0.003833333,0.016444444,0,6.9285,31.63801944,17.26279889,0.027
Estonia,EST,2003,0,0,0.016611111,0.035416667,0,7.90875,36.58299083,16.20338028,0.026
Estonia,EST,2004,0,0,0.020583333,0.059554167,0,9.008,37.51565861,16.44397167,0.031
Estonia,EST,2005,0,0,0.144984167,0.059177222,0,9.30025,35.96511222,16.75233694,0.033
Estonia,EST,2006,0,0,0.203946667,0.037421389,0,9.39875,34.08216861,17.50525417,0.038
Estonia,EST,2007,0,0,0.241718889,0.0584375,0,9.343,41.08169583,18.68367389,0.036
Estonia,EST,2008,0,0,0.351086944,0.073913056,0,8.961,39.10934083,17.7899725,0.038
Estonia,EST,2009,0,0.000262222,0.511574167,0.083950556,0,6.10725,35.50218,15.98422833,0.314
Estonia,EST,2010,0,0.000260833,0.722239167,0.070398889,0,6.542,45.45873917,16.47580861,0.742
Estonia,EST,2011,0,0.000519444,0.953658611,0.077743889,0,5.85325,48.48977306,16.06214056,0.783
Estonia,EST,2012,0,0.000772222,1.117878889,0.108181944,0,6.343,45.36879278,19.03238056,1.001
Estonia,EST,2013,0,0.003583333,1.3543675,0.066566389,0,6.4535,48.71905861,18.79844917,0.667
Estonia,EST,2014,0,0.007888889,1.537125833,0.067949167,0,5.0655,49.14935694,17.40373917,0.74
Estonia,EST,2015,0,0.014916667,1.809032778,0.068303611,0,4.541,44.45309306,17.36340389,0.779
Estonia,EST,2016,0,0.024333333,1.493786944,0.088017778,0,4.98075,44.91085,16.93293083,0.885
Estonia,EST,2017,0,0.03623,1.8075,0.065,0,4.8887925,49.56178,17.67305694,1.683898
Estonia,EST,2018,0,0.076554722,1.580701667,0.037280833,0,5.003572778,53.41017028,17.47478167,1.242
Estonia,EST,2019,0,0.288352778,1.701160833,0.047048056,0,4.660553889,34.41469361,15.58873833,1.296
Estonia,EST,2020,0,0.310400833,2.031135,0.094775278,0,4.286496389,27.02351361,14.40151528,1.344075622
Europe,,1965,0,0,0,839.4315356,54.65833333,379.1453058,6094.770669,4980.569122,3.009
Europe,,1966,0,0,0,901.5830261,71.64166667,429.2602533,5847.718364,5467.011833,4.101
Europe,,1967,0,0,0,901.2853992,82.98333333,514.3610628,5658.220525,5934.497411,4.489
Europe,,1968,0,0,0,933.9907719,93.92222222,666.4043031,5745.591539,6525.928094,4.997
Europe,,1969,0,0,0,919.3775242,114.175,859.5315467,5820.681514,7267.227103,5.422904
Europe,,1970,0,0,0,961.3279689,123.7861111,1085.388258,5725.027189,8055.973114,7.118356961
Europe,,1971,0,0,0,971.0087614,141.2972222,1336.557854,5480.057667,8453.693153,7.231883626
